Colonia,NoAsignacion,Descripcion,MontoContratado,EmpresaContratista,ClaseAsigna,ZonaC,Rubro,SubRubro,FechaInicio,FechaTermino,StatusAdmvo,Control,Anio
418,OPZ-HAB-PAV-AD-071/1,141201ME002 CONSTRUCCION DE EMPEDRADO Y SUSTITUCION DE LINEAS EN LA CALLE VISTA A LA CAMPIniA DE CALLE MIRADOR DEL SOL  A VISTA  CAMPESTRE EN LA COLONIA VISTA HERMOSA,650135,CONSTRUCCIONES ELECTRIFICACIONES Y ARRENDAMIENTOS DE MAQUINARIA S.A. DE C.V. ZAP-0386,Obra,2B,Obra Social,Infraestructura Vial,6-Sep-12,19-dic-12,Finiquitada,1,2012
371,OPZ-RCR-EVIA-AD-072/,REHABILITACION DE MACHUELOS Y BANQUETAS POR AMBAS ACERAS EN 1.CALLE JUAN MANUEL DESDE LAURELES HASTA CALLE LOURDES 2. CALLE INDUSTRIA DE LAURELES HASTA MANUEL H. ALATORRE EN LA COLONIA TEPEYAC,900000,CONSTRUCTORA T.A.E. S.A. DE C.V.ZAP-1378,Obra,1B,Equipamiento e Imagen Urbana,Equipamiento Vial,06-ago-12,26-Sep-12,Terminada sin Finiquitar,1,2012
356,OPZ-RMP-PAV-CA-073/1,CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAULICO EN LAS CALLES JARDIN DE ORQUIDEAS  Y PENSAMIENTO DESDE GUADALUPE VICTORIA HASTA ITURBIDE EN LA COLONIA JARDINES DE SANTA ANA TEPETITLAN ZONA 8,119118.63,LAFLOSA CONSTRUCCIONES S.A. DE C.V.ZAP-1328,Convenio Adicional,8,Movilidad,Infraestructura Vial,21-May-12,4-Jun-12,Finiquitada,1,2012
103,OPZ-RMP-PAV-CA-074/1,CONSTRUCCION DE CARPETA ASFALTICA DE 6CM. DE ESPESOR UBICADA EN BOULEVARD DEL RODEO ENTRE CALLE LIC. SILVANO BARBA GONZALEZ Y PROLG. JOSE MARIA PINO SUAREZ EN LA COLONIA CONJUNTO LAURELES. ZONA 1B,94837.84,ACAR OBRAS Y PROYECTOS S.A. DE C.V.ZAP-0850,Convenio Adicional,1B,Movilidad,Infraestructura Vial,21-May-12,4-Jun-12,Finiquitada,1,2012
373,OPZ-RMP-PAV-CA-075/1,REHABILITACION DE PAVIMENTO DE LAS CALLES  1) JUAN DEL CARMEN 2)  JOSE DEL FIERRO 3)  JOSE ANTONIO TORRES ENTRE CALLE MANUEL ANAYA Y VENUSTIANO CARRANZA Y CUERPO SUR DE VENUSTIANO CARRANZA ENTRE LAS CALLES ENCARNACION ORTIZ Y CALLES INSURGENTES  EN LA,157372.22,INGENIEROS Y TECNICOS ASOCIADOS ITA S.A. DE C.V.ZAP-0944,Convenio Adicional,1B,Movilidad,Infraestructura Vial,21-May-12,4-Jun-12,Finiquitada,1,2012
23,OPZ-RMP-PAV-CA-076/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LA CALLE: LATERAL CARRETERA A SALTILLO DE EMILIANO ZAPATA A GONZALEZ GALLO EN LA COLONIA  ARROYO HONDO 1A. SECCION.,146223.98,URBANIZADORA Y CONTRUCTORA  LEO S.A. DE C.V.ZAP-1505,Convenio Adicional,2A,Movilidad,Infraestructura Vial,21-May-12,4-Jun-12,Finiquitada,1,2012
365,OPZ-RCR-PAV-CI-079/1,PAVIMENTO DE CONCRETO MR-50 INCUYE RED DE AGUA POTABLE Y RED DE ALCANTARILLADO EN LA CALLE HILO BLANCO ENTRE PRIVADA CAPULINES Y JUAN MANUEL RUVALCABA  EN LA COLONIA SANTA MONICA LOS CHORRITOS.,6649630.53,ING. EDUARDO MARTIN CONTRERAS PEREZZAP-1606,Obra,RS,Obra Social,Infraestructura Vial,24-Jul-13,20-dic-12,En proceso,1,2012
373,OPZ-RCR-PAV-CI-081/1,REHABILITACIoN DE LA CALLE BELLAVISTA ENTRE CALLE HIDALGO  Y RIO BLANCO EN LA COLONIA DE TESISTAN,2009709.31,DESARROLLADORA ABRA S.A. DE C.V.ZAP-0365,Obra,RS,Obra Social,Infraestructura Vial,26-Sep-12,23-ene-13,Terminada sin Finiquitar,1,2012
206,OPZ-RCR-PAV-AD-082/1,REHABILITACION DE LOZAS DE CONCRETO DAniADAS EN EL PERIMETRO DE LAS CALLES LAGO TEQUESQUITENGO AL LAGO CAMECUARO  POR LA CALLE LAGUNA DE TERMINOS CALLE LAGO TEXCOCO AL CRUCE CON AVENIDA PATRIA APROXIMADAMENTE 40 METROS,1300000.01,GRUPO EDIFICADOR MAYAB S.A. DE C.V.ZAP-0655,Obra,1B,Obra Social,Infraestructura Vial,5-Jul-12,27-Sep-12,Finiquitada,1,2012
239,OPZ-RCR-EDU-AD-084/1,COLOCACIoN DE ESTRUCUTURA EN CANCHA DEPORTIVA CON MALLA-SOMBRA Y REPOSICION DE LA MALLA SOMBRA PRIMARIA  ELOTE # 68 ENTRE CHICHARO Y LECHUGA PROPUESTA DE EDUCACION MESA COLORADA CRUCERO,912259.87,TECORSA S.A. DE C.V.ZAP-1014,Obra,2B,Obra Social,Educacion,13-Jul-12,27-ago-12,Finiquitada,1,2012
388,OPZ-RCR-CDI-CI-085/1,CONSTRUCCIoN DE LUDOTECA REMODELACION DE SANITARIOS AREA INFANTIL  IMPERMEABILIZACION Y PINTURA EN CDI#2 “PABLO CASALS”.,2074994.75,CONSTRUCTORA TZAULAN S.A. DE C.V.ZAP-0429,Obra,2A,Obra Social,Asistencia Social,08-ago-12,15-ene-13,En proceso,1,2012
173,OPZ-RCR-PAV-AD-087/1,CONSTRUCCIoN DE PAVIMENTO DE ASFALTO EN LA CALLE:  INDUSTRIA DE LA CONSTRUCCIoN ENTRE INDUSTRIA TEXTIL E INDUSTRIAL ACEITERA EN LA COLONIA INDUSTRIAL ZAPOPAN NORTE,1245017.5,GRUPO CONSTRUCTOR RAYDEL S.A. DE C.V.ZAP-0590,Obra,3,Obra Social,Infraestructura Vial,16-Jul-12,30-ago-12,Finiquitada,1,2012
145,OPZ-RCR-PAV-AD-088/1,CONSTRUCCIoN DE PAVIMENTO DE ASFALTO EN LA CALLE ROSAS DE GLADIOLAS  Y GALEANAS A LA CALLE GLADIOLAS EN LA COLONIA GIRASOLES ELITE,960514.45,AJI BUILDINGS S.A.ZAP-1515,Obra,4,Obra Social,Infraestructura Vial,11-Jun-12,25-Jul-12,En proceso,1,2012
175,OPZ-RCR-APO-CI-090/1,RENOVACION DE RED DE AGUA POTABLE DE LA COMUNIDAD INDIGENA DE IXCATAN,3052045.05,DI. COB S.A. DE C.V.ZAP-0041,Obra,RN,Infraestructura Urbana,Agua Potable,01-ago-12,14-Nov-12,En proceso,1,2012
431,OPZ-RCR-EVIA-CI-091/,CONSTRUCCION DE PUENTE VEHICULAR EN LA ZONA DEL VADO DEL POBLADO LA SOLEDAD,4943106.37,ESTRUCTURAS CONSTRUCCIONES Y URBANIZACIONES S.A. DE C.V. ZAP-0193,Obra,RN,Infraestructura Urbana,Infraestructura Rural,18-Sep-12,1-Mar-13,En proceso,1,2012
297,OPZ-RCR-APO-CI-092/1,CONSTRUCCION DE LINEA DE ABASTECIMIENTO DE AGUA POTABLE EN EL POBLADO DE LA PRIMAVERA,3055220.96,INFRAESTRUCTURA Y OBRAS DEL VALLE S.A. DE C.V.ZAP-0854,Obra,RS,Infraestructura Urbana,Agua Potable,01-ago-12,14-Nov-12,En proceso,1,2012
370,OPZ-RCR-UND-CI-093/1,REHABILATACION DE PISTA DE ATLETISMO SCATOPISTA CAMINAMIENTOS Y ACCESOS  DE 200 MTS. UBICADA EN LA UNIDAD TABACHINES,3980438.4,ROMSA DE OCCIDENTE S.A. DE C.V.ZAP-1522,Obra,2A,Equipamiento e Imagen Urbana,Deportes,3-Sep-12,01-dic-12,Finiquitada,1,2012
370,OPZ-RCR-UND-CI-094/1,CONSTRUCCION DE INGRESO Y BANQUETAS EN LA UNIDAD TABACHINES,5467634.21,DESARROLLOS Y PROYECTOS MILAN S.A. DE C.V.ZAP-1520,Obra,2A,Equipamiento e Imagen Urbana,Deportes,18-Sep-12,16-Nov-12,Finiquitada,1,2012
431,OPZ-RCR-CS-CI-095/12,CONSTRUCCION DE CENTRO DE SALUD DEL POBLADO DE LA SOLEDAD,1930648.53,GRUPO CONSTRUCTOR BANDERAZ S.A. DE C.V.ZAP-1595,Obra,RN,Equipamiento e Imagen Urbana,Asistencia Social,15-ago-12,13-dic-12,En proceso,1,2012
25,OPZ-RCR-ALC-CI-096/1,CONSTRUCCION DE COLECTOR EN LA COLONIA ATEMAJAC,6454801.96,CONSTRUCTORA ARGAMURO S.A. DE C.V.ZAP-0068,Obra,1B,Infraestructura Urbana,Agua Potable,03-dic-12,31-ene-13,Por Iniciar,1,2012
394,OPZ-RCR-APO-CI-097/1,PERFORACION DE POZO EN LA CALLE JILGUEROS ESQ. CARRETERA A NEXTIPAC EN LA VENTA DEL ASTILLERO,4245153.13,PROGUMA CONSTRUCCIONES S.A. DE C.V.ZAP-0345,Obra,RS,Obra Social,Agua Potable,27-Jul-12,23-ene-13,En proceso,1,2012
429,OPZ-RCR-PAV-AD-098/1,CONTINUACIoN DE EMPEDRADO TRADICIONAL DEL ENTRONQUE A COPALA AL INGRESO A LOS PATIOS  EN LA LOCALIDAD DE LOS PATIOS 2.- CONSTRUCCIoN DE PAVIMENTO DE EMPEDRADO TRADICIONAL EN CALLE LOPEZ MATEOS  EN LA LOCALIDAD DE MESON DE COPALA,1300000,EDIFICACION Y PROYECTOS MALU S.A. DE C.V.ZAP-0072,Obra,RN,Obra Social,Infraestructura Vial,17-Jul-12,22-Sep-12,Terminada sin Finiquitar,1,2012
65,OPZ-RCR-PAV-AD-100/1,CONSTRUCCIoN DE PAVIMENTO DE ADOQUIN EN LAS CALLES:1.- FRANCISCO DE SALES DE CUITLAHUAC A CUAHUTEMOC 2.- MOCTEZUMA DE LIBERTAD A LA VILLA 3.- CUITLAHUAC DE SABINO DELGADO A LA VILLA 4.- SABINO DELGADO DE CUITLAHUAC A BOULEVARD EL VIGIA. PRIV. ABASOLO D,1407158.13,ESPACIOS BIP S.A. DE C.V.ZAP-1247,Obra,1A,Obra Social,Infraestructura Vial,11-Jun-12,25-Jul-12,En proceso,1,2012
383,OPZ-RCR-PAV-AD-102/1,REHABILITACIoN DE PAVIMENTO EN LA CALLE PRINCIPAL TEATRO DE LA REPuBLICA CALLE CONSTITUYENTES Y EJERCITO CONSTITUCIONALISTA ALBINO ARANDA Y JESuS DE ROJAS. EN LA COLONIA UNIDAD MeXICO,1100000,ASPAVI S.A. DE C.V.ZAP-1471,Obra,5B,Obra Social,Infraestructura Vial,12-Jul-12,26-ago-12,Finiquitada,1,2012
417,OPZ-RCR-UND-AD-103/1,CONSTRUCCIoN DE CANCHA DE USOS MULTIPLES CALLE VALLE DE AMECA ESQUINA CON VALLE DE ATEMAJAC EN LA COLONIA PARQUE REAL 2.- CONSTRUCCIoN DE CANCHA DE USOS MULTIPLES UBICADA EN CALLE PASEOS DE LOS ROBLES EN LA COLONIA VIRREYES,899345.75,ING. VERONICA BERMUDEZ TORRESZAP-0447,Obra,5B,Obra Social,Deportes,01-ago-12,30-Sep-12,Terminada sin Finiquitar,1,2012
253,OPZ-RCR-EDU-AD-104/1,CONSTRUCCIoN DE LOZAS DE CONCRETO DE PARTE TRASERA DE LOS SALONES Y AMPLIACIoN  Y CONSTRUCCIoN DE BANQUETAS CISTERNAS DEL PLANTEL Y DEMOLICIoN DE BODEGA EN OBRA NEGRA EN EL PREESCOLAR J.D.N. IRENE ROBLEDO GARCiA UBICADO EN LA CALLLE CAMINO MISIONES Y AVEN,358001.58,SR. OMAR SOTO AYALAZAP-0617,Obra,MZ,Obra Social,Infraestructura Vial,02-ago-12,1-Oct-12,Finiquitada,1,2012
109,OPZ-RCR-EDU-AD-105/1,"ESTRUCTURA PARA PATIO CiVICO CON MALLA SOMBRA  Y REHABILITACIoN DE SANITARIOS DE NIniOS Y NIniAS EN EL TURNO VESPERTINO  EN LA PRIMARIA  "" ATALA APODACA"" UBICADA EN LA CALLE ING. PASTOR ROUAIX  S/N RAYON  Y ENRIQUE RECIO FRACC. CONSTITUYENTES",1040997.62,ING. JORGE SAUL MUniOZ ACEVESZAP-0235,Obra,1B,Obra Social,Educacion,23-Jul-12,21-Sep-12,Finiquitada,1,2012
112,OPZ-HAB-PAV-CI-106/1,141201ME007 CONSTRUCCION DE EMPEDRADO  ZAMPEADO  Y SUSTITUCION DE LINEAS EN CALLE  EDGAR ALAN POE DE SOR JUANA INES DE LA CRUZ A CALLE RAMON LOPEZ VELARDE EN LA COLONIA LA CORONILLA,1886736.86,CONSTRUCTORA FREMONT S.A. DE C.V.ZAP-1320,Obra,2B,Obra Social,Infraestructura Vial,06-ago-12,31-dic-12,Terminada sin Finiquitar,1,2012
420,OPZ-R33-PAV-CA-107/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO  ZAMPEADO  EN LAS CALLES: 1.-CALLE TECALITLAN DE AVENIDA LAS TORRES HASTA  CALLE VOLCAN DEL COLLI. 2.-SALVATIERRA DE AVENIDAS LAS TORRES HASTA VOLCAN DEL COLLI 3.-CALLE: SAN NICOLAS ENTRE LAS TORRESY VOLCAN DEL  COLL,91212.28,FOGU GRUPO CONSTRUCTOR S.A. DE C.V.ZAP-1440,Convenio Adicional,5A,Obra Social,Infraestructura Vial,18-Jun-12,2-Jul-12,Finiquitada,1,2012
220,OPZ-R33-PAV-CA-108/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LAS CALLES 1. AV. MAESTROS ENTRE FICUS Y TORNEROS; 2. PRIV. MAESTROS ENTRE HUEJOTES Y AV. MAESTROS; 3. PRIV. JESUS GARCIA ENTRE HUEJOTES Y AV. MAESTROS; 4.  HUEJOTES ENTRE FRANCISCO I. MADERO Y PEDRO CAS,331723.29,ING. EFREN LEPE FLETESZAP-0026,Convenio Adicional,2A,Obra Social,Infraestructura Vial,18-Jun-12,2-Jul-12,Finiquitada,1,2012
46,OPZ-R33-PAV-CA-109/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO EN LAS CALLES: SANTA MARTHA Y SANTA EDUWIGES DESDE PERIFERICO HASTA DIAGONAL LAS TORRES  EN LA COLONIA BRISEniO 1A. SECCION,619422.33,CONSTRUCTORA Y EDIFICADORA PLASMA S.A. DE C.V.ZAP-1196,Convenio Adicional,8,Obra Social,Infraestructura Vial,18-Jun-12,2-Jul-12,Finiquitada,1,2012
356,OPZ-R33-PAV-CA-110/1,CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAULICO EN LA CALLE ITURBIDE ENTRE HIDALGO Y ABASOLO CALLE VENUSTIANO CARRANZA DE HIDALGO A PINO SUAREZ EN LA COLONIA SANTA ANA TEPETITLAN ZONA 8,740523.32,CONSTRUCTORA APANTLI S.A. DE C.V.ZAP-0246,Convenio Adicional,8,Obra Social,Infraestructura Vial,18-Jun-12,2-Jul-12,Finiquitada,1,2012
167,OPZ-RCR-PAV-CI-113/1,CONSTRUCCIoN DE PAVIMENTO DE ASFALTO EN EL POBLADO DE HUAXTLA 0+000 A 3+800,6649334.58,PAVINDUSA S.A. DE C.V.ZAP-1052,Obra,RN,Obra Social,Infraestructura Vial,23-Jul-12,19-Oct-12,Finiquitada,1,2012
446,OPZ-RCR-PEC-CI-114/1,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS EN LOS SIGUIENTES COMITES: REVOLUCION  DE BENITO JUAREZ A NIniOS HEROES COLONIA REVOLUCION COMITe 247; PILAR DE BELTRAN DE IGNACIO ESPINOZA A CASIANO TORRES Y PRIV. 2 DE PILAR DE BELTRAN A CERRADA COLONIA,4403960.46,CONSORCIO BAHIATEAK S.A. DE C.V.ZAP-1384,Obra,MZ,Infraestructura Urbana,PEC,08-ago-12,6-Nov-12,Finiquitada,1,2012
129,OPZ-RCR-PEC-CI-115/1,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS EN LOS SIGUIENTES COMITES: AMAPOLA DE BUGAMBILIA A TULIPAN COLONIA FLORESTA DEL COLLI COMITe 82;  MIGUEL DE LA MADRID DE CARLOS SALINAS DE GORTARI A LUIS DONALDO COLOSIO COLONIA LOMAS DE LA PRIMAVERA COM,4598178.49,EXTRA CONSTRUCCIONES S.A. DE C.V.ZAP-1184,Obra,MZ,Infraestructura Urbana,PEC,01-ago-12,30-Oct-12,Finiquitada,1,2012
378,OPZ-RCR-PAV-CI-117/1,CONSTRUCCIoN DE PAVIMENTO DE ASFALTO EN LA CALLE PROLONGACIoN SANTA FE ENTRE AV. SANTA MARGARITA HASTA MARINA MAZATLAN EN LA COLONIA TUZANIA EJIDAL,3198433.86,KEOPS INGENIERIA Y CONSTRUCCION S.A. DE C.V.ZAP-1577,Obra,4,Movilidad,Infraestructura Vial,06-ago-12,4-Oct-12,Terminada sin Finiquitar,1,2012
198,OPZ-RCR-PARC-AD-119/,REHABILITACIoN DEL PARQUE No. 4 UBICADO EN LA CALLLE  VALLE DE LOS CEDROS Y VALLE DE LOS EUCALIPTOS EN LA COLONIA JARDINES DEL VALLE,900000,J. CARMEN GARCIA CHAVEZZAP-0007,Obra,4,Obra Social,Ecologia,2-Jul-12,30-ago-12,Finiquitada,1,2012
238,OPZ-RMP-CON-AD-120/1,OBRA DE CONTINGENCIA CONSISTENTE EN LA CONSTRUCCION DE MURO DE CONTENCIoN EN LA CALLE RICARDO CHAVEZ PEREZ ENTRE LA CALLE JUSTINO BARAJAS Y NICOLAS OROZCO (CALLE PIPILA) EN LA COLONIA LA MARTINICA,1812362.53,FIORE CONSTRUCTORES S.A. DE C.V.ZAP-1455,Obra,2A,Infraestructura Urbana,Contingencias,2-Jul-12,15-ago-12,Finiquitada,1,2012
22,OPZ-RCR-PAV-CI-121/1,PAVIMENTACION EL TRAMO DE AV. PALMERAS COMPRENDIDO DESDE LA TUZANIA A CAMINO VIEJO A TESISTAN; 2.- ASFALTO SOBRE EMPEDRADO EN LA CALLE BRILLANTE DE PRIMAVERA A RIO LERMA EN LA COLONIA ARENALES TAPATIOS 1A. SECCION 3.- CONSTRUCCIoN DE PAVIMENTO DE ASFALT,3874642.6,OBRAS Y PROYECTOS NABLA S.A. DE C.V.ZAP-1609,Obra,MZ,Obra Social,Infraestructura Vial,06-ago-12,4-Oct-12,Por Iniciar,1,2012
20,OPZ-RCR-PAV-AD-124/1,CONSTRUCCIoN DE PAVIMENTO DE EMPEDRADO TRADICIONAL  EN LA CALLE  AGRoNOMO DE JOHANNES BRAHMS HASTA LA CALLE TCHAIKOVSKI EN LA COLONIA ARCOS GUADALUPE 2.- CONSTRUCCIoN DE BOCA DE TORMENTA EN LA CALLE MANUEL aVILA CAMACHO CASI FRENTE AL DEPORTIVO POLVORIN E,868518.84,GRUPO CONSTRUCTOR BANDERAZ S.A. DE C.V.ZAP-1595,Obra,MZ,Obra Social,Infraestructura Vial,30-Jul-12,28-Sep-12,Finiquitada,1,2012
25,OPZ-RCR-PAV-AD-126/1,REHABILITACIoN DEL ADOQUIN  Y BOCAS DE TORMENTA EN LAS CALLES: 1. AVENIDA NIniOS HEROES Y CALLE EMILIANO ZAPATA DE AVENIDA FEDERALISMO HASTA LA CALLE INSURGENTES . BOCA DE TORMENTA EN: AVENIDA NIniOS HEROES ENTRE LA CALLE INSURGENTES Y CALLE JAVIER MINA.,1067570.11,URBANIZADORA DE JALISCO S.A. DE C.V.ZAP-0211,Obra,1B,Obra Social,Infraestructura Vial,26-Jul-12,30-Oct-12,Terminada sin Finiquitar,1,2012
250,OPZ-RCR-PAV-AD-127/1,SEGUNDA ETAPA PAVIMENTO CON CONCRETO HIDRAULICO EN LA CALLE SALINAS CRUZ  DE VIniA DEL MAR  A AV. GUADALUPE EN LA COLONIA MIRAMAR.,1300000.01,CONSTRUTOP S.A. DE C.V.ZAP-0328,Obra,7,Obra Social,Infraestructura Vial,26-Jul-12,19-Nov-12,Terminada sin Finiquitar,1,2012
21,OPZ-RCR-EVIA-AD-128/,CONSTRUCCIoN DE BANQUETAS EN LAS CALLES 1. ARCO VALENTE ENTRE ARCO DRUSO Y ARCO FLECHER ; 2. ARCO DRUSO ENTRE ARCO VALENTE Y ARCO PERTINAX EN LA COLONIA ARCOS DE ZAPOPAN,200000.01,TERRA CIVITAS S. DE R.L. DE C.V.ZAP-1261,Obra,4,Obra Social,Infraestructura Vial,14-ago-12,13-Oct-12,En proceso,1,2012
309,OPZ-R33-PAV-AD-129/1,CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAULICO EN LA CALLE PUERTO TAMPICO DE AVENIDA GUADALUPE A CALLE TEZONTLE EN LA COLONIA EL REHILETE ZONA 7,1396975.8,IDEA INGENIERIA DISEniO ARQUITECTURA S.A. DE C.V.ZAP-1034,Obra,7,Obra Social,Infraestructura Vial,13-dic-12,10-Feb-13,Terminada sin Finiquitar,1,2012
375,OPZ-R33-ALC-CI-130/1,"CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO EN LAS SIGUINETES CALLES: 1.- DEL ZOOLOGICO 2.- ANDADOR 10 ENTRE AV. ""D"" Y AV. DEL ZOOLOGICO 3.- CALLE ""C"" ENTRE AV. ""D"" Y AV. DEL ZOOLOGICO; 4.- ANDADOR ""9"" ENTRE AV. ""D""  Y AV. DEL ZOOLOGICO; 5.- ANDADO",4322322.93,DI. COB S.A. DE C.V.ZAP-0041,Obra,3,Obra Social,Alcantarillado,1-Oct-12,29-Nov-12,En proceso,1,2012
199,OPZ-R33-ALC-CI-131/1,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO EN LAS SIGUIENTES CALLES: 1.-VERGEL ORIENTE ENTRE HIGUERAS Y NARANJOS; 2.- CAOBAS ENTRE VERGEL PONIENTE Y CALLE ALMENDROS; 3.- CALLE ALMENDROS ENTRE CALLE NARANJOS Y CALLE S/N. EN LA COLONIA EL VERGEL II SEC,2649995.04,INFRAESTRUCTURA Y OBRAS DEL VALLE S.A. DE C.V.ZAP-0854,Obra,2A,Obra Social,Alcantarillado,02-ene-13,2-Mar-13,En proceso,1,2012
113,OPZ-RCR-PAV-CI-132/1,AMPLIACIoN Y EMPEDRADO DEL CAMINO DE LAS MESITAS A LA CORONILLA DEL OCOTE APROXIMADAMENTE 28 KM,3490217.79,NOVAR INGENIEROS S.A. DE C.V.ZAP-1506,Obra,RS,Obra Social,Infraestructura Vial,5-Sep-12,3-Nov-12,Terminada sin Finiquitar,1,2012
122,OPZ-RCR-EDU-AD-133/1,REHABILITACIoN DE CANCHAS EN LA ESCUELA SECUNDARIA SEC. 4 MIXTA UBICADO EN LA CALLLE VELAZQUEZ Y MILLET EN LA COLONIA LA ESTANCIA,507578.15,ARTI CONSTRUCCIONES S. A. DE C.V.ZAP-1540,Obra,5A,Obra Social,Educacion,07-ago-12,6-Oct-12,Finiquitada,1,2012
255,OPZ-R33-PAV-AD-134/1,CONSTRUCCION DE PAVIMENTO DE ADOQUIN EN LA CALLE LEONA VICARIO ENTRE 16 DE SEPTIEMBRE Y CARRETERA A NEXTIPAC,1394500,VOHNUNG S.A. DE C.V.ZAP-1516,Obra,RS,Obra Social,Infraestructura Vial,16-Jul-12,29-ago-12,Finiquitada,1,2012
395,OPZ-RCR-PAV-AD-135/1,REENCARPETADO CON PAVIMENTO EN LA AVENIDA VENUSTIANO CARRANZA EN EL TRAMO COMPRENDIDO DE LA CALLE INSURGENTES HASTA J. ENCARNACION ORTIZ. EN LA COLONIA VENUSTIANO CARRANZA,538154.11,AVALUOS Y EDIFICACION PROFESIONAL S.A. DE C.V.ZAP-1380,Obra,1B,Obra Social,Infraestructura Vial,16-Jul-12,13-Sep-12,Terminada sin Finiquitar,1,2012
152,OPZ-RCR-PAV-AD-136/1,CONSTRUCCIoN DE PAVIMENTO DE ADOQUIN EN LA  CALLE PRIVADA AMPARO GORIBAR EN SU CRUCE CON CALLE AMPARO GORIBAR Y AVENIDA ATEMAJAC.  EN LA COLONIA LA G.U.S.A.,413083.13,URBANIZADORA DE JALISCO S.A. DE C.V.ZAP-0211,Obra,1B,Obra Social,Infraestructura Vial,30-Jul-12,28-Sep-12,Terminada sin Finiquitar,1,2012
230,OPZ-RCR-PAV-AD-137/1,CONSTRUCCIoN DE LINEAS DE ALEJAMIENTO Y BOCA DE TORMENTA EN LA CALLE PASEO DE LA CAniADA FRENTE A LOS NUMEROS 100 120 Y 3822 AL CRUCE CON PASEO VISTA ALEGRE EN LA COLONIA LOMAS DEL VALLE 2.- SUMINISTRO Y COLOCACIoN DE CALAFATEO EN AV. NACIONES UNIDAS Y AV,1166195.11,TECORSA S.A. DE C.V.ZAP-1014,Obra,MZ,Obra Social,Infraestructura Vial,27-Jul-12,25-Sep-12,Finiquitada,1,2012
91,OPZ-RCR-EVIA-AD-139/,REHABILITACIoN DE BANQUETAS Y MACHUELOS EN LA CALLE MANUEL J. CLOUTHIER ENTRE C.T.M Y FELIPE CARRILLO PUERTO EN LA COLONIA COLLI CTM; 2.- CONSTRUCCIoN DE DESCARGA DE DRENAJE Y AMPLIACIoN DE BODEGA EN EL PREESCOLAR NICOLaS COPeRNICO UBICADO EN LA CALLLE NI,1226154.75,HARO RENT S.A. DE C.V.ZAP-1002,Obra,MZ,Obra Social,Infraestructura Vial,09-ago-12,8-Oct-12,Terminada sin Finiquitar,1,2012
371,OPZ-FED-SPE-AD-140/1,"SUPERVISION EXTERNA PARA LA SEGUNDA ETAPA  CONSTRUCCION DE BAniOS VESTIDORES Y GIMNASIO EN NUEVA UBICACIoN PARA LA ALBERCA UBICADA EN LA UNIDAD DEPORTIVA ""ZAPOPAN ROMERO"" EN LA COLONIA TEPEYAC.",174000,DISEniOS ARQUITECTONICOS NOVA S.A. DE C.V.ZAP-1645,Obra,1B,Equipamiento e Imagen Urbana,Deportes,23-Jul-12,20-Sep-12,Terminada sin Finiquitar,1,2012
10,OPZ-RCR-ELE-CI-141/1,CONSTRUCCION DE RED DE ELECTRIFICACION Y ALUMBRADO PUBLICO EN 1.-PRIV. DEL HUERTO SOBRE CARR. A SALTILLO; 2.- PRIV. EUCALIPTOS SOBRE CARR. SALTILLO; 3.- CALLE ELOTE Y AV. INDIGENA; 4.- NABO  DE ELOTE A TOMATE; 5.- ALFONSO PADILLA Y CALLE ARROYO 2.- ELECT,7207695.88,CONSTRUCCIONES Y EXTRUCTURAS ITZ S.A. DE C.V.ZAP-0055,Obra,MZ,Obra Social,Electrificaciones,6-Sep-12,03-ene-13,En proceso,1,2012
350,OPZ-RCR-PAV-AD-142/1,CONSTRUCCIoN DE PAVIMENTO DE ASFALTO Y CUNETAS EN EL POBLADO SAN LORENZO,982805.97,MOCTEZUR CONSTRUCCIONES S.A. DE C.V.ZAP-0198,Obra,RN,Obra Social,Infraestructura Vial,10-ago-12,9-Oct-12,Finiquitada,1,2012
25,OPZ-R33-EDU-AD-143/1,CONSTRUCCION DE PAVIMENTO DE EMPEDRADO ZAMPEADO Y CONSTRUCCION DE LINEAS DE DRENAJE SANITARIO Y AGUA POTABLE EN LA CALLE PUERTO MARQUEZ ENTRE LAS CALLES PUERTO SAN BLAS Y PUERTO MANZANILLO  CALLE PUERTO MARQUEZ ENTRE LAS CALLLE SALINA CRUZ Y PUERTO TAMPI,1398620.5,ING. BENIGNO MUniIZ ORTEGAZAP-1477,Obra,7,Obra Social,Infraestructura Vial,23-Jul-12,18-ene-13,Terminada sin Finiquitar,1,2012
